"Spanish","Picture","English","Audio","Ranking","tags","deck"
"designar (v)","<img src=""paste-57170309677057.jpg"" />","to designate","[sound:yandex-b2efc2be-423e797c-d2d2bb79-1e3c475e-6d2ad220.mp3]","2479"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"dibujar (v)","<img src=""paste-2275675536883713.jpg"" />","to draw, sketch","[sound:yandex-379ec82b-c8e75a8d-bb8e370d-37f35165-015705b9.mp3]","2317"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"disparar (v)","<img src=""paste-2277724236283905.jpg"" />","to shoot at","[sound:yandex-19444c58-a88f6643-d3743934-144a9c56-e7a8c7ed.mp3]","2141"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"divertir (v)","<img src=""paste-2279772935684097.jpg"" />","to amuse, entertain","[sound:yandex-c3ee3e4d-2cc48a61-470aac51-71f4cdc4-a3397808.mp3]","2356"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"doler (v)","<img src=""paste-224905962455041.jpg"" />","to hurt","[sound:yandex-77119335-ce5abb0c-7031f099-edb673a0-2eac640b.mp3]","2037"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"educar (v)","<img src=""paste-2283870334484481.jpg"" />","to educate","[sound:yandex-811fce72-fe10fe9f-31df2516-43544fed-18a35afc.mp3]","2068"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"ejecutar (v)","<img src=""paste-67293547593729.jpg"" />","to execute, carry out","[sound:yandex-843b13b6-32347b60-f6542b28-5757bcba-b0fc9b62.mp3]","2285"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"emprender (v)","<img src=""paste-2287967733284865.jpg"" />","to undertake, embark on","[sound:yandex-fc2d2ba7-41da1f1b-20adf4c6-0396f51e-2cb26cd0.mp3]","2365"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"encender (v)","<img src=""paste-2290016432685057.jpg"" />","to turn on","[sound:yandex-3ff19b1d-69e11745-5b6031e1-35e17e15-7b0add81.mp3]","2133"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"envolver (v)","<img src=""paste-2292069427052545.jpg"" />","to wrap","[sound:yandex-656e09b0-bf3c4770-369f7184-74dc619d-fae2a2e6.mp3]","2363"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"equilibrar (v)","<img src=""paste-2294126716387329.jpg"" />","to balance","[sound:yandex-f4abbe37-0fb3daa4-b5d50c46-8091906e-3a910394.mp3]","2382"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"escoger (v)","<img src=""paste-2296175415787521.jpg"" />","to choose","[sound:yandex-2007a5c4-2eb13111-c105499a-68a7c9f2-e68671ba.mp3]","2048"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"especializar (v)","<img src=""paste-477862356320257.jpg"" />","to specialize, major in","[sound:yandex-a1eaa61c-f2ea7080-d41835ea-8d6bc463-e81abd59.mp3]","2474"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"estallar (v)","<img src=""paste-2300281404522497.jpg"" />","to break out, explode, start","[sound:yandex-5c6091f8-a3312fd5-bbecd792-04a9445d-246a7085.mp3]","2401"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"exhibir (v)","<img src=""paste-2302330103922689.jpg"" />","to exhibit, show off","[sound:yandex-5235b04e-6d2d0560-2ab459ca-1c4bec04-5e91bd25.mp3]","2122"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"expulsar (v)","<img src=""paste-2304378803322881.jpg"" />","to expel, throw out","[sound:yandex-e68e8974-ab172807-38feebb0-bc194ccb-7f35d9d9.mp3]","2110"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"extraer (v)","<img src=""paste-193522636423169.jpg"" />","to extract, take out","[sound:yandex-74ab7c44-9fe0c53d-71bb0262-9fe7ef8a-ce4da598.mp3]","2102"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"favorecer (v)","<img src=""paste-2308476202123265.jpg"" />","to favor, help","[sound:yandex-67350e52-e2d03713-7b283288-43da54c3-e67de9c7.mp3]","2044"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"formular (v)","<img src=""paste-2310524901523457.jpg"" />","to formulate","[sound:yandex-ecfaf39f-b515b320-3e02eff2-279a8da7-e9953744.mp3]","2462"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"fracasar (v)","<img src=""paste-189249143963649.jpg"" />","to fail, to be unsuccessful","[sound:yandex-5e017add-522d91bd-aa712f91-b998681e-de330d04.mp3]","2277"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"fumar (v)","<img src=""paste-71605694758913.jpg"" />","to smoke","[sound:yandex-717f3573-a83cc48f-c1dd3ac0-e9ac0533-c4d36e5a.mp3]","2472"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"garantizar (v)","<img src=""paste-2316696769527809.jpg"" />","to guarantee","[sound:yandex-be8ae4d0-d28da516-5e72bb99-71b81bb2-13a77624.mp3]","2345"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"generar (v)","<img src=""paste-2318754058862593.jpg"" />","to generate","[sound:yandex-fb3bffde-9fcfb3b3-53bfc6a1-5c1f5543-f2d221af.mp3]","2157"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"gobernar (v)","<img src=""paste-2320811348197377.jpg"" />","to govern","[sound:yandex-2051006e-a5782b83-5d89bb83-938c585f-ea031207.mp3]","2322"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"imitar (v)","<img src=""paste-2322868637532161.jpg"" />","to imitate, copy, mimic","[sound:yandex-e012b583-c97ef945-afc3621f-d2143107-a66ab3d0.mp3]","2063"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"impresionar (v)","<img src=""paste-2324930221834241.jpg"" />","to impress","[sound:yandex-d06736b6-8f383e23-ffda9059-a6e78a47-df008f11.mp3]","2292"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"inaugurar (v)","<img src=""paste-2326987511169025.jpg"" />","to inaugurate, start","[sound:yandex-7cd95360-87d04a73-afa6e79e-bf0fd13f-30fa4427.mp3]","2403"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"influir (v)","<img src=""paste-2329044800503809.jpg"" />","to have influence","[sound:yandex-93997431-faae8de1-8ca91d16-0208aeb7-ad6d6ef1.mp3]","2022"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"inspirar (v)","<img src=""paste-2331102089838593.jpg"" />","to inspire, inhale","[sound:yandex-bcc8addb-14600705-8aaef199-f41a7099-13406aba.mp3]","2072"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"juntar (v)","<img src=""paste-2333159379173377.jpg"" />","to put togerther, to get together&nbsp;[also reunir]","[sound:google-d73dc56b-fc42a728-e4565d89-4de6a2fa-1908f74d.mp3]","2280"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"llover (v)","<img src=""paste-152140626526209.jpg"" />","to rain","[sound:google-0b180855-f7023f6e-ed091c6a-ec1ccb78-25ec9d9a.mp3]","2053"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"mentir (v)","<img src=""paste-2337273957842945.jpg"" />","to (tell a) lie","[sound:google-06f91354-1801338d-5f12a874-2fdb3093-ec77c777.mp3]","2416"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"multiplicar (v)","<img src=""paste-15242838933505.jpg"" />","to multiply","[sound:google-37812c4a-81a33ef5-36131c19-4758abd4-093a5c32.mp3]","2034"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"optar (v)","<img src=""paste-2341392831479809.jpg"" />","to choose, opt for","[sound:google-07074195-5f0a55ec-63de22be-2488f699-b0989139.mp3]","2384"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"orientar (v)","<img src=""paste-2343450120814593.jpg"" />","guide, show the way","[sound:google-010692b9-9b4b3994-fc5590ae-71a4fc0d-c399b121.mp3]","2250"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"otorgar (v)","<img src=""paste-2345507410149377.jpg"" />","to give, grant, award","[sound:google-5e7ad149-cdf0557e-f72d55ee-07277aca-d888640f.mp3]","2224"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"portar (v)","<img src=""paste-159064113807361.jpg"" />","to behave [se], carry","[sound:google-e96d8dfc-99a95fac-5048aa26-f861d0e4-a59edb12.mp3]","2254"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"prender (v)","<img src=""paste-2349621988818945.jpg"" />","to turn on, apprehend","[sound:google-3795c16d-3f68fc58-d06e05f0-d5a66c0c-32f58f3d.mp3]","2454"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"prever (v)","<img src=""paste-2351679278153729.jpg"" />","to foresee, anticipate, forecast","[sound:google-28a63f35-6b6ac660-f50eba94-b4845d04-dc34f113.mp3]","2105"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"prolongar (v)","<img src=""paste-122629906235393.jpg"" />","to extend, prolong","[sound:google-0873f947-e2876053-4fae9d84-4c77f70e-ac91b3f8.mp3]","2077"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"protestar (v)","<img src=""paste-844712692940801.jpg"" />","to protest, object","[sound:google-1d05b88b-7a807eab-8a63adb3-44d29902-3a58ba56.mp3]","2288"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"quebrar (v)","<img src=""paste-2357855441125377.jpg"" />","to break, bend, weaken","[sound:google-432056bd-ab2e7e47-15b2a576-1e25647c-81023bef.mp3]","2375"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"reconstruir (v)","<img src=""paste-2359912730460161.jpg"" />","to reconstruct","[sound:google-dc4da6ef-0790c0fc-3bbbf996-7c92889f-f7733513.mp3]","2328"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"renovar (v)","<img src=""paste-2361970019794945.jpg"" />","to renew, renovate","[sound:google-43d59156-79631433-83c7f89f-4ecd0a21-fe1b2995.mp3]","2269"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"retener (v)","<img src=""paste-669151609749505.jpg"" />","to keep, retain","[sound:google-618049c3-4367faee-7a36f8da-27b32537-2cf40f54.mp3]","2452"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"secar (v)","<img src=""paste-2366084598464513.jpg"" />","to dry","[sound:google-d454559c-baf7aff7-cc7b7cf8-31e8348b-ae4023fe.mp3]","2496"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"situar (v)","<img src=""paste-2368141887799297.jpg"" />","to situate, place, locate","[sound:google-c2647a11-fc41e31a-14ad9cdb-9fdab4f7-9bd663ef.mp3]","2089"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"soltar (v)","<img src=""paste-2370199177134081.jpg"" />","to release, loosen, let out","[sound:google-6a95a1bc-d6cc38f4-1dfdce6e-db651fd2-4ecc7185.mp3]","2272"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"solucionar (v)","<img src=""paste-2372260761436161.jpg"" />","to solve, settle","[sound:google-b5d4fc61-93fcf3df-a18a4ea9-d5e60e30-b306ec67.mp3]","2184"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"tapar (v)","<img src=""paste-2374318050770945.jpg"" />","to cover, wrap","[sound:google-b12b4088-f402fc00-767f2dfd-2d4c319a-3ba35fe1.mp3]","2129"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"variar (v)","<img src=""paste-2376375340105729.jpg"" />","to change, vary","[sound:google-47b13568-4ffe528d-42e84e48-d25f5caa-be126391.mp3]","2210"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"vigilar (v)","<img src=""paste-32710470926337.jpg"" />","to watch over, guard","[sound:google-78135b4c-f2eae3c3-9ef3c122-3d5981d3-6bebb65f.mp3]","2247"," 2500 v ","Essential Spanish Vocabulary Top 5000"
"aburrido (adj)","<img src=""paste-2380489918775297.jpg"" />","boring, bored","[sound:yandex-e18acab3-e6b13179-4047777c-13569b9d-e2665af2.mp3]","2813"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"administrativo (adj)","<img src=""paste-2382538618175489.jpg"" />","administrative","[sound:yandex-f7392800-0e44ba99-4c2b6749-89d4fd5b-84a98f71.mp3]","2852"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"admirable (adj)","<img src=""paste-328247170564097.jpg"" />","admirable","[sound:yandex-f1a8f381-06af1549-172fd955-cd0b5f86-0b560301.mp3]","2934"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"adolescente (nc)","<img src=""paste-412338335252481.jpg"" />","adolescent (nc)","[sound:yandex-678e4017-b911f08a-e2768b7d-fd0598a5-4556ca73.mp3]","2645"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"aéreo (adj)","<img src=""paste-2388706191212545.jpg"" />","aerial, air","[sound:yandex-b3a62d7f-f5ea6af6-d91d207c-cfa18c3f-abfb8c32.mp3]","2975"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"agotado (adj)","<img src=""paste-330463373688833.jpg"" />","tired, used up, sold out","[sound:yandex-88874b6b-4f4a1e9b-95c4258c-9525cc05-d05004b6.mp3]","2861"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"amargo (adj)","<img src=""paste-2392820769882113.jpg"" />","bitter, sour, painful","[sound:yandex-b4d9468e-6f01ac7f-70491e23-cc9bce3a-6ecd826f.mp3]","2710"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"aparente (adj)","<img src=""paste-23970212478977.jpg"" />","apparent","[sound:yandex-0f9ef7bb-4cf99ebc-194a2723-499f1781-8b3a9326.mp3]","2659"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"atento (adj)","<img src=""paste-292160855343105.jpg"" />","attentive, careful, polite","[sound:yandex-a58a4f6a-37413511-c9e8f340-ece2cc17-bdca9f7c.mp3]","2532"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"ausente (adj)","<img src=""paste-2398992637886465.jpg"" />","absent","[sound:yandex-02f055fc-5a4385f3-aa463c89-dc7c594e-f113ffe4.mp3]","2562"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"automático (adj)","<img src=""paste-2401041337286657.jpg"" />","automatic","[sound:yandex-46eb3727-afe0dce9-d14f8da7-a45f6618-9bf4caac.mp3]","2984"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"autónomo (adj)","<img src=""paste-2403098626621441.jpg"" />","autonomous","[sound:yandex-1dc4de82-a5cc8473-ea8c28f5-5b2cb25a-47881576.mp3]","2761"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"bárbaro (adj)","<img src=""paste-2405160210923521.jpg"" />","savage, horrible","[sound:yandex-bbc3b1e0-803f7f88-b91f3ed3-76b56399-20663fec.mp3]","2757"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"blando (adj)","<img src=""paste-2407217500258305.jpg"" />","soft, limp, gentle","[sound:yandex-b87c81a7-7853c334-9d4da76b-0215bb60-2e550d76.mp3]","2783"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"bravo (adj)","<img src=""paste-339405495599105.jpg"" />","fierce, angry","[sound:yandex-b96a5b0c-936d119f-24f475fd-1d91e60f-a6e72a7b.mp3]","2572"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"bruto (adj)","<img src=""paste-2411332078927873.jpg"" />","brutal, coarse, clumsy","[sound:yandex-d072d8a8-bcd91e88-5dc91010-47d01639-61017232.mp3]","2642"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"cálido (adj)","<img src=""paste-2413389368262657.jpg"" />","warm","[sound:yandex-b3b11886-acf455a6-cffeb0da-6d3d3987-afa0cd8b.mp3]","2704"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"comprometido (adj)","<img src=""paste-231408542941185.jpg"" />","committed, engaged","[sound:yandex-5d74ff2c-e80147a0-ac3a806c-4904b8ce-e652c85b.mp3]","2803"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"confuso (adj)","<img src=""paste-2417495356997633.jpg"" />","confused, mixed up","[sound:yandex-c8ad12dd-dd7b195f-61ea6797-3fa7adb0-92c077e1.mp3]","2634"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"conservador (adj)","<img src=""paste-445083165917185.jpg"" />","conservative","[sound:yandex-28931142-94423b41-5a8366e3-a5a7a473-1e840d56.mp3]","2613"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"consiguiente (adj)","<img src=""paste-273744035577857.jpg"" />","consequent","[sound:yandex-ee074901-c1b4010f-c000dba8-5783e453-124f8cd0.mp3]","2807"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"convencional (adj)","<img src=""paste-46686294507521.jpg"" />","conventional","[sound:yandex-5c96fa49-9871ff57-04881bec-cbd366a5-6d7f05c4.mp3]","2968"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"crudo (adj)","<img src=""paste-2425728809304065.jpg"" />","raw, crude, natural","[sound:yandex-12d5b5d1-6f0f4a78-1673a8c9-98534557-25b5b9be.mp3]","2860"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"culto (adj)","<img src=""paste-2427786098638849.jpg"" />","cultured, educated (adj)","[sound:yandex-27590183-453b7fa9-7194a1fb-2cb676a5-9336010b.mp3]","2725"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"decisivo (adj)","<img src=""paste-2429843387973633.jpg"" />","decisive, conclusive","[sound:yandex-a695fa2b-8b33e5d6-e2640da6-be25f05b-c9539e89.mp3]","2638"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"deportivo (adj)","<img src=""paste-457925118132225.jpg"" />","sports, sporty","[sound:yandex-9a4617b6-c4fcee7a-1cddd081-18d94a74-01c471d6.mp3]","2862"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"divertido (adj)","<img src=""paste-2433957966643201.jpg"" />","funny, amusing","[sound:yandex-d1b35320-e2f97d77-525eb6ab-ad66ced6-f823ca23.mp3]","2553"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"dorado (adj)","<img src=""paste-2436006666043393.jpg"" />","golden, gold-plated","[sound:yandex-e4729522-dd5d3b85-c343ba92-ac838dd7-ca473c08.mp3]","2696"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"dormido (adj)","<img src=""paste-2438059660410881.jpg"" />","asleep, sleeping","[sound:yandex-d4bd54a9-a4794069-ce05082e-36ff4c50-1c9ad423.mp3]","2786"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"escolar (adj)","<img src=""paste-2440108359811073.jpg"" />","school, scholastic","[sound:yandex-734a1313-676b0908-96c171d0-ffb38124-efd4cacf.mp3]","2701"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"escondido (adj)","<img src=""paste-2442165649145857.jpg"" />","hidden","[sound:yandex-cfa9bfad-2be4ba48-3df283e6-f1c77f78-c56dc3a8.mp3]","2546"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"espectacular (adj)","<img src=""paste-479288285462529.jpg"" />","spectacular","[sound:yandex-2edc274b-7a25523b-ba5a08fd-a373bf00-ce5ce98c.mp3]","2845"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"espléndido (adj)","<img src=""paste-482140143747073.jpg"" />","splendid, generous","[sound:yandex-4d41f2c9-172b7a17-e8e46ea8-1cb2e831-1d7d6c72.mp3]","2822"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"estable (adj)","<img src=""paste-152694677307393.jpg"" />","stable, steady","[sound:yandex-8f8b3cf3-343686c5-56422367-ae7b67f8-50f78ff4.mp3]","2784"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"estético (adj)","<img src=""paste-2450386216550401.jpg"" />","esthetic","[sound:yandex-9ef386fc-70104053-9ed80855-8f8482a7-22ec2e22.mp3]","2569"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"exagerado (adj)","<img src=""paste-2452443505885185.jpg"" />","exaggerated","[sound:yandex-1e844c68-844dcda8-fc2f4237-455e6fc9-e98c4c17.mp3]","2603"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"existente (adj)","<img src=""paste-492263381663745.jpg"" />","existing","[sound:yandex-9bd203f7-09c19b8c-24e74bc3-afffa265-e241b2f6.mp3]","2833"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"exquisito (adj)","<img src=""paste-2456562379522049.jpg"" />","exquisite, superb","[sound:yandex-4494011d-4dbdda5a-ddc66fef-c30a5509-6c2906fb.mp3]","2592"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"fatal (adj)","<img src=""paste-246372209000449.jpg"" />","fateful, deadly, awful","[sound:yandex-20c223b6-a2188d6a-b8630429-b5b05df5-81d1c5e6.mp3]","2539"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"favorito (adj)","<img src=""paste-2460659778322433.jpg"" />","favorite","[sound:yandex-187c841a-2a3d58c7-107d9df7-575fded0-e4d7e601.mp3]","2699"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"filosófico (adj)","<img src=""paste-2462717067657217.jpg"" />","philosophical","[sound:yandex-3157ba28-1ee91888-9553334a-19f3c29a-2255dad5.mp3]","2716"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"frustrado (adj)","<img src=""paste-2464774356992001.jpg"" />","frustrated","[sound:yandex-bbd1437e-bc296c94-cb8ce493-94498a18-d54f406e.mp3]","2801"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"gigantesco (adj)","<img src=""paste-2466831646326785.jpg"" />","giant, gigantic","[sound:yandex-0e6e9276-e4413682-2f30f355-e0223728-3f109a1e.mp3]","2970"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"hábil (adj)","<img src=""paste-86994562580481.jpg"" />","skillful, clever","[sound:yandex-e80c018d-ff5d3ed6-7c6ae4c3-f998296d-a62d4712.mp3]","2997"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"harto (adj)","<img src=""paste-172571785953281.jpg"" />","fed up with","[sound:yandex-31e69380-46e7571a-acf1d170-18fb0a73-18085b28.mp3]","2600"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"helado (adj)","<img src=""paste-2473007809298433.jpg"" />","iced, freezing, icy","[sound:yandex-a9676ee7-3c4a1ea6-c11c4fae-f5674fd3-fd78e62e.mp3]","2987"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"herido (adj)","<img src=""paste-2475778063204353.jpg"" />","wounded, injured (adj)","[sound:yandex-c5b5cad7-a6270ab4-8e4b3c04-fb94e231-59d8578a.mp3]","2647"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
"hondo (adj)","<img src=""paste-928945591549953.jpg"" />","deep","[sound:yandex-ec5beb10-2668059b-9a464ab0-3f7304ee-a1bd65fe.mp3]","2549"," 3000 adj ","Essential Spanish Vocabulary Top 5000"
